"Name";"Trikotnummer";"Position";"Alter";"Groesse";"Gewicht"
"D.J. Humphries";74;"OT";28;195,58;139,252744
"Josh Jones";79;"OT";24;195,58;144,695848
"Joshua Miles";66;"OT";26;195,58;142,427888
"Justin Murray";71;"OT";29;195,58;142,88148
"Haggai Ndubuisi";69;"OT";NA;198,12;135,170416
"Eric Smith";72;"OT";26;193,04;145,603032
"Manny Jones";75;"DL";NA;193,04;131,54168
"Zach Allen";94;"DE";24;193,04;127,459352
"Matt Dickerson";92;"DE";26;195,58;132,448864
"Michael Dogbe";91;"DE";26;190,5;133,80964
"Jonathan Ledbetter";93;"DE";24;193,04;127,00576
"J.J. Watt";99;"DE";33;195,58;130,634496
"Leki Fotu";95;"DT";23;195,58;149,68536
"Kingsley Keke";96;"DT";25;190,5;130,634496
"Rashard Lawrence";90;"DT";23;187,96;139,706336
"Zaven Collins";25;"LB";23;193,04;117,93392
"Victor Dimukeje";52;"LB";22;187,96;120,20188
"Dennis Gardeck";45;"LB";27;182,88;105,233344
"Markus Golden";44;"LB";31;190,5;117,93392
"Devon Kennard";42;"LB";30;190,5;116,119552
"Jessie Lemonier";53;"LB";25;187,96;108,86208
"Jesse Luketa";43;"LB";23;190,5;112,037224
"Myjai Sanders";41;"LB";23;195,58;115,66596
"Isaiah Simmons";9;"LB";23;193,04;107,954896
"Cameron Thomas";97;"LB";22;195,58;122,46984
"Ezekiel Turner";47;"LB";25;187,96;97,068688
"Tanner Vallejo";51;"LB";27;185,42;104,32616
"Nick Vigil";57;"LB";28;187,96;108,408488
"Joe Walker";59;"LB";29;187,96;107,047712
"Chandler Wooten";50;"LB";NA;190,5;105,233344
"Darrell Baker Jr";31;"CB";NA;185,42;86,18248
"Breon Borders";21;"CB";26;182,88;85,728888
"Nate Brooks";37;"CB";25;182,88;87,089664
"Antonio Hamilton";33;"CB";29;182,88;85,275296
"Christian Matthew";35;"CB";25;187,96;88,45044
"Byron Murphy Jr";7;"CB";24;180,34;86,18248
"Jace Whittaker";39;"CB";26;180,34;83,91452
"Marco Wilson";20;"CB";23;180,34;84,821704
"Budda Baker";3;"S";26;177,8;88,45044
"Tae Daley";48;"S";NA;180,34;91,171992
"Javon Hagan";32;"S";25;182,88;97,52228
"Deionte Thompson";22;"S";25;185,42;88,45044
"Jalen Thompson";34;"S";23;180,34;86,18248
"Charles Washington";28;"S";29;177,8;87,089664
"James Wiggins";38;"S";25;180,34;92,98636
"Matt Prater";5;"PK";37;177,8;91,171992
"Nolan Cooney";15;"P";25;190,5;91,625584
"Andy Lee";14;"P";39;185,42;83,91452
"Aaron Brewer";46;"LS";31;195,58;105,233344
"Bryce Perkins";16;"QB";25;190,5;97,068688
"Matthew Stafford";9;"QB";34;190,5;99,79024
"John Wolford";13;"QB";26;185,42;90,7184
"Cam Akers";3;"RB";22;177,8;98,429464
"Raymond Calais";30;"RB";24;172,72;85,275296
"Jake Funk";34;"RB";24;177,8;92,98636
"Darrell Henderson Jr";27;"RB";24;172,72;94,347136
"Xavier Jones";25;"RB";24;180,34;94,347136
"Kyren Williams";NA;"RB";NA;175,26;90,264808
"Landen Akers";84;"WR";24;182,88;86,636072
"Tutu Atwell";15;"WR";22;175,26;74,84268
"Warren Jackson";83;"WR";22;198,12;99,336648
"Van Jefferson";12;"WR";25;185,42;90,7184
"J.J. Koski";17;"WR";25;185,42;88,45044
"Cooper Kupp";10;"WR";28;187,96;94,347136
"Lance McCutcheon";NA;"WR";NA;190,5;91,625584
"Brandon Powell";19;"WR";26;172,72;82,100152
"Allen Robinson II";12;"WR";28;187,96;99,79024
"Ben Skowronek";18;"WR";24;190,5;101,604608
"Kendall Blanton";86;"TE";26;198,12;118,841104
"Roger Carter";NA;"TE";NA;187,96;113,398
"Jacob Harris";87;"TE";25;195,58;95,707912
"Tyler Higbee";89;"TE";29;198,12;115,66596
"Brycen Hopkins";88;"TE";25;193,04;111,13004
"Kyle Markway";47;"TE";25;193,04;113,398
"Jamal Pettigrew";NA;"TE";NA;200,66;112,037224
"Brian Allen";55;"C";26;187,96;137,438376
"Coleman Shelton";65;"C";26;193,04;135,624008
"Tremayne Anchrum Jr";72;"G";23;187,96;142,427888
"Chandler Brewer";67;"G";24;198,12;145,14944
"Logan Bruss";NA;"G";22;195,58;143,335072
"Jeremiah Kolone";60;"G";27;190,5;143,335072
"Jack Snyder";NA;"G";NA;195,58;140,61352
"AJ Arcuri";NA;"OT";24;200,66;145,14944
"David Edwards";73;"OT";25;198,12;139,706336
"Bobby Evans";71;"OT";25;193,04;141,520704
"Rob Havenstein";79;"OT";30;203,2;149,68536
"AJ Jackson";68;"OT";23;200,66;129,27372
"Joe Noteboom";70;"OT";26;195,58;145,603032
"Max Pircher";66;"OT";22;200,66;136,0776
"Earnest Brown IV";90;"DE";NA;195,58;122,46984
"Jonah Williams";92;"DE";26;195,58;124,7378
"Bobby Brown III";95;"DT";21;193,04;147,4174
"Marquise Copeland";93;"DT";25;187,96;130,180904
"Aaron Donald";99;"DT";31;185,42;127,00576
"Greg Gaines";91;"DT";26;185,42;141,520704
"Elijah Garcia";NA;"DT";NA;195,58;136,984784
"Michael Hoecht";96;"DT";24;193,04;140,61352
"A'Shawn Robinson";94;"DT";27;193,04;149,68536
"Leonard Floyd";54;"LB";29;195,58;108,86208
"Chris Garrett";48;"LB";23;193,04;111,13004
"Daniel Hardy";NA;"LB";NA;190,5;101,151016
"Anthony Hines III";57;"LB";23;190,5;102,511792
"Justin Hollins";58;"LB";26;195,58;112,490816
"Travin Howard";32;"LB";26;185,42;99,336648
"Jake Hummel";NA;"LB";NA;185,42;106,59412
"Ernest Jones";50;"LB";22;187,96;104,32616
"Terrell Lewis";52;"LB";23;195,58;118,841104
"Christian Rozeboom";56;"LB";25;187,96;104,32616
"Brayden Thomas";NA;"LB";NA;190,5;117,93392
"Keir Thomas";NA;"LB";NA;187,96;123,377024
"Bobby Wagner";45;"LB";31;182,88;109,769264
"Benton Whitley";NA;"LB";NA;190,5;113,851592
"T.J. Carter";NA;"CB";NA;180,34;87,543256
"Blake Countess";36;"CB";28;175,26;83,460928
"Decobie Durant";NA;"CB";NA;180,34;81,64656
"Grant Haley";46;"CB";26;175,26;86,18248
"Tyler Hall";37;"CB";23;177,8;86,18248
"Troy Hill";NA;"CB";30;180,34;83,007336
"Derion Kendrick";NA;"CB";21;182,88;86,18248
"David Long Jr";22;"CB";24;180,34;88,904032
"Duron Lowe";NA;"CB";NA;180,34;83,91452
"Jalen Ramsey";5;"CB";27;185,42;94,347136
"Robert Rochell";31;"CB";24;187,96;88,45044
"Caesar Williams";NA;"CB";NA;182,88;85,275296
"Terrell Burgess";26;"S";23;180,34;91,625584
"Jordan Fuller";4;"S";24;187,96;92,079176
"Jake Gervase";39;"S";26;185,42;96,161504
"Daniel Isom";NA;"S";24;182,88;87,996848
"Quentin Lake";NA;"S";NA;185,42;92,98636
"Jairon McVea";NA;"S";NA;175,26;83,91452
"Sharrod Neasman";41;"S";30;180,34;96,615096
"Taylor Rapp";24;"S";24;182,88;94,347136
"Nick Scott";33;"S";27;180,34;91,171992
"Russ Yeast";NA;"S";23;177,8;88,45044
"Cameron Dicker";NA;"PK";NA;185,42;97,975872
"Matt Gay";8;"PK";28;182,88;105,233344
"Riley Dixon";NA;"P";28;193,04;100,243832
"Matthew Orzech";42;"LS";27;190,5;111,13004
"Carson Tinker";NA;"LS";32;182,88;107,501304
"Jimmy Garoppolo";10;"QB";30;187,96;102,0582
"Trey Lance";5;"QB";22;193,04;101,604608
"Brock Purdy";NA;"QB";22;185,42;99,79024
"Nate Sudfeld";7;"QB";28;198,12;102,965384
"Tyrion Davis-Price";NA;"RB";21;185,42;105,233344
"JaMycal Hasty";23;"RB";25;172,72;92,98636
"Brian Hill";35;"RB";26;185,42;99,336648
"Jordan Mason";NA;"RB";NA;185,42;98,883056
"Elijah Mitchell";25;"RB";24;177,8;90,7184
"Trey Sermon";28;"RB";23;182,88;97,52228
"Jeff Wilson Jr";22;"RB";25;182,88;96,615096
"Josh Hokit";40;"FB";24;185,42;102,0582
"Kyle Juszczyk";44;"FB";31;185,42;106,59412
"Brandon Aiyuk";11;"WR";24;182,88;90,7184
"Danny Gray";NA;"WR";23;185,42;81,64656
"Jauan Jennings";15;"WR";24;190,5;96,161504
"KeeSean Johnson";17;"WR";25;185,42;91,171992
"Marcus Johnson";88;"WR";27;185,42;93,893544
"Austin Mack";NA;"WR";24;187,96;97,52228
"Taysir Mack";NA;"WR";NA;187,96;86,18248
"Tay Martin";NA;"WR";NA;190,5;84,368112
"Ray-Ray McCloud";14;"WR";25;175,26;86,18248
"Deebo Samuel";19;"WR";26;182,88;97,52228
"Malik Turner";NA;"WR";26;187,96;91,625584
"Ross Dwelley";82;"TE";27;195,58;106,59412
"Troy Fumagalli";NA;"TE";27;198,12;112,490816
"Tanner Hudson";84;"TE";27;195,58;108,408488
"George Kittle";85;"TE";28;193,04;113,398
"Tyler Kroft";NA;"TE";29;198,12;114,305184
"Jordan Matthews";88;"TE";29;190,5;107,047712
"Charlie Woerner";89;"TE";24;195,58;109,315672
"Jake Brendel";64;"C";29;193,04;135,624008
"Alex Mack";50;"C";36;193,04;141,067112
"Dohnovan West";NA;"C";NA;193,04;136,0776
"Aaron Banks";65;"G";24;195,58;147,4174
"Jon Halapio";75;"G";30;187,96;145,14944
"Jaylon Moore";76;"G";24;193,04;141,067112
"Jason Poe";NA;"G";NA;187,96;133,80964
"Sam Schlueter";NA;"OL";NA;198,12;147,4174
"Keaton Sutherland";NA;"OL";25;195,58;142,88148
"Daniel Brunskill";60;"OT";28;195,58;136,0776
"Spencer Burford";NA;"OT";NA;195,58;133,80964
"Alfredo Gutierrez";77;"OT";26;205,74;150,592544
"Mike McGlinchey";69;"OT";27;203,2;140,61352
"Colton McKivitz";68;"OT";25;198,12;136,531192
"Justin Skule";67;"OT";25;198,12;142,88148
"Trent Williams";71;"OT";33;195,58;145,14944
"Nick Zakelj";NA;"OT";NA;195,58;147,4174
"Arik Armstead";91;"DE";28;200,66;131,54168
"Alex Barrett";64;"DE";28;187,96;113,398
"Nick Bosa";97;"DE";24;193,04;120,655472
"Samson Ebukam";56;"DE";27;190,5;111,13004
"Dee Ford";55;"DE";31;187,96;114,305184
"Kerry Hyder Jr";51;"DE";31;187,96;124,7378
"Charles Omenihu";92;"DE";24;195,58;127,00576
"Jordan Willis";94;"DE";27;193,04;122,46984
"Kevin Atkins";NA;"DT";NA;190,5;138,34556
"Darrion Daniels";65;"DT";24;190,5;141,067112
"Kalia Davis";NA;"DT";NA;187,96;140,61352
"Kevin Givens";90;"DT";25;185,42;129,27372
"Maurice Hurst";96;"DT";27;187,96;131,995272
"Javon Kinlaw";99;"DT";24;195,58;144,695848
"Hassan Ridgeway";98;"DT";27;190,5;138,34556
"Azeez Al-Shaair";51;"LB";24;187,96;103,418976
"Oren Burks";NA;"LB";27;190,5;105,686936
"Demetrius Flannigan-Fowles";45;"LB";25;187,96;101,151016
"Jeremiah Gemmel";NA;"LB";NA;185,42;102,0582
"Dre Greenlaw";57;"LB";25;182,88;104,32616
"Drake Jackson";NA;"LB";21;193,04;113,398
"Mark Nzeocha";53;"LB";32;190,5;106,59412
"Curtis Robinson";59;"LB";24;190,5;106,59412
"Fred Warner";54;"LB";25;190,5;104,32616
"Tariq Castro-Fields";NA;"CB";NA;182,88;87,996848
"Darqueze Dennard";43;"CB";30;180,34;91,625584
"Lavert Hill";39;"CB";23;177,8;86,18248
"Ka'dar Hollman";NA;"CB";27;182,88;88,904032
"Dontae Johnson";27;"CB";30;187,96;90,7184
"Qwuantrezz Knight";NA;"CB";NA;182,88;90,264808
"Deommodore Lenoir";38;"CB";22;177,8;90,7184
"Marcelino McCrary-Ball";NA;"CB";NA;182,88;97,068688
"Emmanuel Moseley";4;"CB";26;180,34;86,18248
"Ambry Thomas";20;"CB";22;182,88;86,18248
"Jason Verrett";2;"CB";30;177,8;85,275296
"Charvarius Ward";35;"CB";26;185,42;88,45044
"Jimmie Ward";1;"CB";30;180,34;88,45044
"Samuel Womack";NA;"CB";NA;177,8;84,821704
"Kemoko Turay";NA;"DB";26;195,58;112,490816
"Taylor Hawkins";NA;"S";NA;175,26;80,739376
"Talanoa Hufanga";29;"S";22;182,88;90,7184
"Tarvarius Moore";33;"S";25;187,96;90,7184
"Leon O'Neal Jr";NA;"S";NA;185,42;95,25432
"George Odum";30;"S";28;185,42;91,625584
"Segun Olubi";NA;"S";NA;187,96;99,79024
"Jarrod Wilson";30;"S";28;185,42;94,800728
"Robbie Gould";9;"PK";39;182,88;86,18248
"Mitch Wishnowsky";18;"P";30;187,96;99,79024
"Taybor Pepper";46;"LS";28;193,04;111,13004
